Local,Corrected,Server
1760922018463108,1760922018444673,1760922018444810
1760922023486108,1760922023467566,1760922023467692
1760922028509108,1760922028490459,1760922028490592
1760922033532108,1760922033513352,1760922033513493
1760922038555108,1760922038536244,1760922038536381
1760922043579108,1760922043560137,1760922043559986
1760922048602108,1760922048583030,1760922048583165
1760922053625108,1760922053605923,1760922053606078
1760922058648108,1760922058628816,1760922058629027
1760922063671108,1760922063651708,1760922063651851
1760922068694108,1760922068674601,1760922068674757
1760922073717108,1760922073697494,1760922073697652
1760922078740108,1760922078720387,1760922078720533
1760922083764108,1760922083744279,1760922083744127
1760922088787108,1760922088767172,1760922088767328
1760922093810108,1760922093790065,1760922093790262
1760922098833108,1760922098812958,1760922098813115
1760922103856108,1760922103835851,1760922103835995
1760922108879108,1760922108858743,1760922108858889
1760922113903108,1760922113882636,1760922113882524
1760922118926108,1760922118905529,1760922118905673
1760922123949108,1760922123928422,1760922123928570
1760922128972108,1760922128951314,1760922128951472
1760922134000108,1760922133979207,1760922133986158
1760922139023108,1760922139002100,1760922139002263
1760922144047108,1760922144025993,1760922144025874
1760922149070108,1760922149048885,1760922149049049
1760922154093108,1760922154071778,1760922154071938
1760922159116108,1760922159094671,1760922159094821
1760922164139108,1760922164117564,1760922164117738
1760922169162108,1760922169140457,1760922169140671
1760922174186108,1760922174164349,1760922174164232
1760922179209108,1760922179187242,1760922179187416
1760922184232108,1760922184210135,1760922184210332
1760922189255108,1760922189233028,1760922189233194
1760922194279108,1760922194256920,1760922194256804
1760922199302108,1760922199279813,1760922199279993
1760922204325108,1760922204302706,1760922204302914
1760922209348108,1760922209325599,1760922209325775
1760922214371108,1760922214348492,1760922214348671
1760922219394605,1760922219371881,1760922219371924
1760922224418108,1760922224395277,1760922224395452
1760922229441108,1760922229418170,1760922229418361
1760922234464108,1760922234441063,1760922234441253
1760922239487108,1760922239463955,1760922239464169
1760922244510108,1760922244486848,1760922244487036
1760922249533108,1760922249509741,1760922249509928
1760922254556108,1760922254532634,1760922254532831
1760922259579605,1760922259556024,1760922259556176
1760922264603108,1760922264579419,1760922264579606
1760922269626108,1760922269602312,1760922269602540
1760922274649108,1760922274625205,1760922274625409
1760922279672108,1760922279648098,1760922279648289
1760922284695108,1760922284670990,1760922284671177
1760922289718108,1760922289693883,1760922289694074
1760922294741108,1760922294716776,1760922294716970
1760922299764108,1760922299739669,1760922299739860
1760922304787108,1760922304762562,1760922304762765
1760922309811108,1760922309786454,1760922309786404
1760922314834108,1760922314809347,1760922314809592
1760922319857108,1760922319832240,1760922319832432
1760922324880108,1760922324855133,1760922324855334
1760922329903108,1760922329878025,1760922329878250
1760922334926108,1760922334900918,1760922334901121
1760922339949108,1760922339923811,1760922339924017
1760922344973108,1760922344947704,1760922344947608
1760922349996108,1760922349970597,1760922349970803
1760922355019108,1760922354993489,1760922354993698
1760922360042108,1760922360016382,1760922360016595
1760922365065108,1760922365039275,1760922365039500
1760922370088108,1760922370062168,1760922370062433
1760922375111108,1760922375085060,1760922375085266
1760922380134108,1760922380107953,1760922380108164
1760922385157108,1760922385130846,1760922385131076
1760922390181108,1760922390154739,1760922390154719
1760922395204108,1760922395177632,1760922395177850
1760922400227108,1760922400200524,1760922400200748
1760922405250108,1760922405223417,1760922405223656
1760922410273108,1760922410246310,1760922410246522
1760922415296108,1760922415269203,1760922415269427
1760922420319108,1760922420292095,1760922420292325
1760922425342108,1760922425314988,1760922425315223
1760922430365108,1760922430337881,1760922430338115
1760922435388108,1760922435360774,1760922435361004
1760922440411108,1760922440383667,1760922440383900
1760922445434108,1760922445406559,1760922445406821
1760922450457108,1760922450429452,1760922450429679
1760922455480108,1760922455452345,1760922455452573
1760922460503108,1760922460475238,1760922460475478
1760922465526605,1760922465498627,1760922465498783
1760922470550108,1760922470522023,1760922470522264
1760922475573108,1760922475544916,1760922475545156
1760922480596108,1760922480567809,1760922480568051
1760922485619108,1760922485590702,1760922485591003
1760922490642108,1760922490613594,1760922490613835
1760922495665108,1760922495636487,1760922495636734
1760922500688108,1760922500659380,1760922500659623
1760922505711108,1760922505682273,1760922505682538
1760922510735108,1760922510706165,1760922510706121
1760922515758108,1760922515729058,1760922515729303
1760922520781108,1760922520751951,1760922520752200
1760922525804108,1760922525774844,1760922525775088
1760922530827108,1760922530797737,1760922530797979
1760922535850605,1760922535821126,1760922535821198
1760922540874108,1760922540844522,1760922540844774
1760922545897108,1760922545867415,1760922545867661
1760922550920108,1760922550890308,1760922550890561
1760922555943605,1760922555913697,1760922555913781
1760922560967108,1760922560937093,1760922560937348
1760922565990108,1760922565959986,1760922565960242
1760922571013108,1760922570982879,1760922570983146
1760922576037108,1760922576006771,1760922576006814
1760922581060108,1760922581029664,1760922581029923
1760922586083108,1760922586052557,1760922586052817
1760922591106108,1760922591075450,1760922591075725
1760922596129108,1760922596098343,1760922596098677
1760922601152108,1760922601121235,1760922601121497
1760922606175108,1760922606144128,1760922606144388
1760922611198108,1760922611167021,1760922611167310
1760922616221108,1760922616189914,1760922616190201
1760922621244108,1760922621212807,1760922621213074
1760922626267108,1760922626235699,1760922626235964
1760922631290108,1760922631258592,1760922631258902
1760922636313108,1760922636281485,1760922636281752
1760922641336108,1760922641304378,1760922641304657
1760922646359108,1760922646327270,1760922646327543
1760922651382605,1760922651350660,1760922651350777
1760922656406108,1760922656374056,1760922656374344
1760922661429108,1760922661396949,1760922661397237
1760922666452108,1760922666419842,1760922666420135
1760922671475108,1760922671442734,1760922671443012
1760922676498108,1760922676465627,1760922676465904
1760922681521108,1760922681488520,1760922681488810
1760922686544108,1760922686511413,1760922686511710
1760922691568108,1760922691535305,1760922691535305
1760922696591108,1760922696558198,1760922696558505
1760922701614108,1760922701581091,1760922701581383
1760922706637108,1760922706603984,1760922706604286
1760922711660108,1760922711626877,1760922711627171
1760922716683108,1760922716649769,1760922716650068
1760922721706108,1760922721672662,1760922721672960
1760922726730108,1760922726696555,1760922726696627
1760922731753108,1760922731719448,1760922731719744
1760922736776108,1760922736742340,1760922736742636
1760922741799108,1760922741765233,1760922741765532
1760922746822108,1760922746788126,1760922746788426
1760922751845108,1760922751811019,1760922751811315
1760922756868108,1760922756833912,1760922756834226
1760922761891108,1760922761856804,1760922761857138
1760922766914108,1760922766879697,1760922766880002
1760922771937108,1760922771902590,1760922771902894
1760922776960108,1760922776925483,1760922776925788
1760922781983108,1760922781948375,1760922781948719
1760922787007108,1760922786972268,1760922786972299
1760922792030108,1760922791995161,1760922791995472
1760922797053108,1760922797018054,1760922797018397
1760922802076108,1760922802040947,1760922802041317
1760922807099108,1760922807063839,1760922807064152
1760922812122108,1760922812086732,1760922812087055
1760922817145108,1760922817109625,1760922817109962
1760922822169108,1760922822133518,1760922822133563
1760922827192108,1760922827156410,1760922827156736
1760922832215108,1760922832179303,1760922832179641
1760922837238108,1760922837202196,1760922837202538
1760922842262108,1760922842226089,1760922842226127
1760922847285108,1760922847248982,1760922847249315
1760922852308108,1760922852271874,1760922852272206
1760922857331108,1760922857294767,1760922857295144
1760922862354108,1760922862317660,1760922862317994
1760922867377108,1760922867340553,1760922867340886
1760922872400108,1760922872363445,1760922872363788
1760922877423108,1760922877386338,1760922877386676
1760922882446108,1760922882409231,1760922882409572
1760922887469108,1760922887432124,1760922887432459
1760922899501108,1760922899463867,1760922899464166
1760922904524108,1760922904486760,1760922904487106
1760922909547108,1760922909509652,1760922909510002
1760922914570108,1760922914532545,1760922914532889
1760922919593108,1760922919555438,1760922919555782
1760922924617108,1760922924579331,1760922924579429
1760922929640108,1760922929602224,1760922929602595
1760922934663108,1760922934625116,1760922934625467
1760922939686108,1760922939648009,1760922939648362
1760922944709108,1760922944670902,1760922944671247
1760922949732108,1760922949693795,1760922949694171
1760922954755108,1760922954716687,1760922954717040
1760922959778108,1760922959739580,1760922959739933
1760922964801108,1760922964762473,1760922964762828
1760922969824605,1760922969785863,1760922969786127
1760922974848108,1760922974809259,1760922974809612
1760922979871108,1760922979832151,1760922979832511
1760922984894108,1760922984855044,1760922984855433
1760922989917108,1760922989877937,1760922989878318
1760922994940108,1760922994900830,1760922994901190
1760922999963108,1760922999923722,1760922999924085
1760923004986108,1760923004946615,1760923004946982
1760923010010108,1760923009970508,1760923009970604
1760923015033108,1760923014993401,1760923014993767
1760923020056108,1760923020016294,1760923020016662
1760923025079108,1760923025039186,1760923025039566
1760923030102108,1760923030062079,1760923030062466
1760923035125108,1760923035084972,1760923035085339
1760923040148108,1760923040107865,1760923040108244
1760923045171605,1760923045131254,1760923045131599
1760923050195108,1760923050154650,1760923050155027
1760923055218108,1760923055177543,1760923055177926
1760923060241108,1760923060200436,1760923060200837
1760923065264108,1760923065223329,1760923065223702
1760923070287108,1760923070246221,1760923070246607
1760923075310108,1760923075269114,1760923075269498
1760923080333108,1760923080292007,1760923080292426
1760923085356108,1760923085314900,1760923085315279
1760923090379108,1760923090337792,1760923090338197
1760923095402108,1760923095360685,1760923095361074
1760923100425108,1760923100383578,1760923100384003
1760923105448108,1760923105406471,1760923105406859
1760923110471108,1760923110429364,1760923110429759
1760923115494108,1760923115452256,1760923115452656
1760923120517605,1760923120475646,1760923120475885
1760923125541108,1760923125499042,1760923125499437
1760923130564108,1760923130521935,1760923130522346
1760923135587108,1760923135544827,1760923135545244
1760923140610108,1760923140567720,1760923140568173
1760923145633108,1760923145590613,1760923145591024
1760923150656108,1760923150613506,1760923150613910
1760923155679108,1760923155636399,1760923155636813
1760923160702108,1760923160659291,1760923160659695
1760923165725108,1760923165682184,1760923165682593
1760923170748108,1760923170705077,1760923170705487
1760923175771108,1760923175727970,1760923175728377
1760923180795108,1760923180751862,1760923180751996
1760923185818108,1760923185774755,1760923185775162
1760923190841108,1760923190797648,1760923190798058
1760923195864108,1760923195820541,1760923195820974
1760923200887108,1760923200843434,1760923200843847
1760923205910108,1760923205866326,1760923205866746
1760923210933108,1760923210889219,1760923210889639
1760923215957108,1760923215913112,1760923215913288
1760923220980108,1760923220936005,1760923220936425
1760923226003108,1760923225958897,1760923225959317
1760923231026108,1760923230981790,1760923230982268
1760923236049108,1760923236004683,1760923236005101
1760923241072108,1760923241027576,1760923241028002
1760923246095108,1760923246050469,1760923246050899
1760923251118108,1760923251073361,1760923251073825
1760923256142108,1760923256097254,1760923256097394
1760923261165108,1760923261120147,1760923261120574
1760923266188108,1760923266143040,1760923266143473
1760923271211108,1760923271165932,1760923271166412
1760923276234108,1760923276188825,1760923276189256
1760923281257108,1760923281211718,1760923281212154
1760923286280108,1760923286234611,1760923286235043
1760923291303108,1760923291257504,1760923291257980
1760923296326108,1760923296280396,1760923296280840
1760923301349108,1760923301303289,1760923301303742
1760923306372605,1760923306326679,1760923306327033
1760923311396108,1760923311350075,1760923311350530
1760923316419108,1760923316372967,1760923316373411
1760923321442108,1760923321395860,1760923321396314
1760923326465108,1760923326418753,1760923326419220
1760923331488108,1760923331441646,1760923331442092
1760923336511108,1760923336464539,1760923336464986
1760923341534108,1760923341487431,1760923341487884
1760923346557605,1760923346510821,1760923346511225
1760923351581108,1760923351534217,1760923351534666
1760923356604108,1760923356557110,1760923356557567
1760923361627108,1760923361580002,1760923361580470
1760923366650108,1760923366602895,1760923366603368
1760923371673108,1760923371625788,1760923371626269
1760923376696108,1760923376648681,1760923376649146
1760923381719605,1760923381672071,1760923381672400
1760923386743108,1760923386695466,1760923386695932
1760923391766108,1760923391718359,1760923391718818
1760923396789108,1760923396741252,1760923396741713
1760923401812108,1760923401764145,1760923401764617
1760923406835108,1760923406787037,1760923406787501
1760923411858108,1760923411809930,1760923411810411
1760923416881108,1760923416832823,1760923416833293
1760923421904108,1760923421855716,1760923421856206
1760923426928108,1760923426879609,1760923426879813
1760923431951108,1760923431902501,1760923431902981
1760923436974108,1760923436925394,1760923436925893
1760923441997108,1760923441948287,1760923441948805
1760923447020108,1760923446971180,1760923446971654
1760923452043108,1760923451994072,1760923451994555
1760923457066108,1760923457016965,1760923457017447
1760923462089108,1760923462039858,1760923462040341
1760923467112108,1760923467062751,1760923467063237
1760923472135108,1760923472085644,1760923472086145
1760923477158108,1760923477108536,1760923477109042
1760923482181108,1760923482131429,1760923482131918
1760923487204108,1760923487154322,1760923487154813
1760923492227108,1760923492177215,1760923492177715
1760923497250108,1760923497200108,1760923497200631
1760923502273108,1760923502223000,1760923502223491
1760923507297108,1760923507246893,1760923507247146
1760923512320108,1760923512269786,1760923512270308
1760923517343108,1760923517292679,1760923517293202
1760923522366108,1760923522315571,1760923522316066
1760923527389108,1760923527338464,1760923527338970
1760923532412108,1760923532361357,1760923532361876
1760923537435108,1760923537384250,1760923537384750
1760923542458108,1760923542407143,1760923542407647
1760923547481108,1760923547430035,1760923547430552
1760923552504108,1760923552452928,1760923552453445
1760923557528108,1760923557476821,1760923557477045
1760923562551108,1760923562499714,1760923562500232
1760923567574108,1760923567522606,1760923567523114
1760923572597108,1760923572545499,1760923572546042
1760923577620108,1760923577568392,1760923577568907
1760923582643108,1760923582591285,1760923582591799
1760923587666108,1760923587614178,1760923587614698
1760923592689108,1760923592637070,1760923592637634
1760923597713108,1760923597660963,1760923597661194
1760923602736108,1760923602683856,1760923602684376
1760923607759108,1760923607706749,1760923607707268
1760923612782108,1760923612729641,1760923612730178
1760923617805108,1760923617752534,1760923617753051
1760923622828108,1760923622775427,1760923622775948
1760923627851605,1760923627798817,1760923627799249
1760923632875108,1760923632822212,1760923632822730
1760923637898108,1760923637845105,1760923637845633
1760923642921108,1760923642867998,1760923642868538
1760923647944108,1760923647890891,1760923647891422
1760923652967108,1760923652913784,1760923652914337
1760923657990108,1760923657936676,1760923657937209
1760923663013108,1760923662959569,1760923662960138
1760923668036108,1760923667982462,1760923667982989
1760923673059108,1760923673005355,1760923673005894
1760923678082108,1760923678028248,1760923678028788
1760923683105108,1760923683051140,1760923683051713
1760923688129108,1760923688075033,1760923688075299
1760923693152108,1760923693097926,1760923693098494
1760923698175108,1760923698120819,1760923698121376
1760923703198108,1760923703143711,1760923703144287
1760923708221108,1760923708166604,1760923708167154
1760923713244108,1760923713189497,1760923713190046
1760923718267108,1760923718212390,1760923718212959
1760923723290108,1760923723235283,1760923723235894
1760923728313108,1760923728258175,1760923728258730
1760923733336108,1760923733281068,1760923733281623
1760923738359108,1760923738303961,1760923738304517
1760923743382108,1760923743326854,1760923743327411
1760923748405108,1760923748349746,1760923748350318
1760923753428108,1760923753372639,1760923753373209
1760923758451108,1760923758395532,1760923758396098
1760923763475108,1760923763419425,1760923763419700
1760923768498108,1760923768442318,1760923768442879
1760923773521108,1760923773465210,1760923773465778
1760923778544108,1760923778488103,1760923778488667
1760923783567108,1760923783510996,1760923783511560
1760923788590108,1760923788533889,1760923788534484
1760923793613108,1760923793556781,1760923793557357
1760923798636108,1760923798579674,1760923798580277
1760923803659108,1760923803602567,1760923803603138
1760923808682108,1760923808625460,1760923808626126
1760923813705108,1760923813648353,1760923813648958
1760923818729108,1760923818672245,1760923818672577
1760923823752108,1760923823695138,1760923823695702
1760923828775108,1760923828718031,1760923828718614
1760923833798108,1760923833740924,1760923833741508
1760923838821108,1760923838763816,1760923838764404
1760923843844108,1760923843786709,1760923843787281
1760923848867108,1760923848809602,1760923848810205
1760923853890108,1760923853832495,1760923853833096
1760923858913108,1760923858855388,1760923858855972
1760923863936108,1760923863878280,1760923863878860
1760923868959108,1760923868901173,1760923868901758
1760923873982108,1760923873924066,1760923873924685
1760923879005108,1760923878946959,1760923878947542
1760923884028108,1760923883969851,1760923883970450
1760923889051108,1760923888992744,1760923888993340
1760923894075108,1760923894016637,1760923894017015
1760923899103108,1760923899044530,1760923899051918
1760923904126108,1760923904067422,1760923904068012
1760923909149108,1760923909090315,1760923909090922
1760923914172108,1760923914113208,1760923914113863
1760923919195108,1760923919136101,1760923919136695
1760923924218108,1760923924158994,1760923924159599
1760923929241108,1760923929181886,1760923929182520
1760923934264108,1760923934204779,1760923934205384
1760923939287108,1760923939227672,1760923939228269
1760923944311108,1760923944251565,1760923944251892
1760923949334108,1760923949274457,1760923949275101
1760923954357108,1760923954297350,1760923954297957
1760923959381108,1760923959321243,1760923959321569
1760923964404108,1760923964344136,1760923964344760
1760923969427108,1760923969367029,1760923969367635
1760923974450108,1760923974389921,1760923974390535
1760923979473108,1760923979412814,1760923979413429
1760923984496108,1760923984435707,1760923984436349
1760923989520108,1760923989459600,1760923989459937
1760923994543108,1760923994482492,1760923994483115
1760923999566108,1760923999505385,1760923999506006
1760924004589108,1760924004528278,1760924004528948
1760924009612108,1760924009551171,1760924009551786
1760924014635108,1760924014574064,1760924014574704
1760924019658108,1760924019596956,1760924019597620
1760924024681108,1760924024619849,1760924024620471
1760924029704108,1760924029642742,1760924029643365
1760924034727108,1760924034665635,1760924034666277
1760924039750108,1760924039688527,1760924039689155
1760924044773108,1760924044711420,1760924044712051
1760924049796108,1760924049734313,1760924049734944
1760924054819108,1760924054757206,1760924054757835
1760924059842108,1760924059780099,1760924059780743
1760924064866108,1760924064803991,1760924064804336
1760924069889108,1760924069826884,1760924069827521
1760924074912108,1760924074849777,1760924074850428
1760924079935108,1760924079872670,1760924079873325
1760924084958108,1760924084895562,1760924084896198
1760924089981108,1760924089918455,1760924089919087
1760924095004108,1760924094941348,1760924094941999
1760924100027108,1760924099964241,1760924099964954
1760924105051108,1760924104988134,1760924104988525
1760924110074108,1760924110011026,1760924110011678
1760924115097108,1760924115033919,1760924115034591
1760924120120108,1760924120056812,1760924120057465
1760924125143108,1760924125079705,1760924125080363
1760924130166108,1760924130102597,1760924130103265
1760924135189108,1760924135125490,1760924135126191
1760924140212108,1760924140148383,1760924140149102
1760924145235108,1760924145171276,1760924145171934
1760924150258108,1760924150194169,1760924150194849
1760924155281108,1760924155217061,1760924155217778
1760924160304108,1760924160239954,1760924160240619
1760924165327108,1760924165262847,1760924165263520
1760924170350108,1760924170285740,1760924170286430
1760924175373108,1760924175308632,1760924175309310
1760924180397108,1760924180332525,1760924180332917
1760924185420108,1760924185355418,1760924185356103
1760924190443108,1760924190378311,1760924190379017
1760924195466108,1760924195401204,1760924195401875
1760924200489108,1760924200424096,1760924200424773
1760924205512108,1760924205446989,1760924205447669
1760924210536108,1760924210470882,1760924210471345
1760924215559108,1760924215493775,1760924215494485
1760924220582108,1760924220516667,1760924220517348
1760924225605108,1760924225539560,1760924225540250
1760924230628108,1760924230562453,1760924230563135
1760924235651108,1760924235585346,1760924235586031
1760924240674108,1760924240608239,1760924240608927
1760924245697108,1760924245631131,1760924245631855
1760924250720108,1760924250654024,1760924250654713
1760924255743108,1760924255676917,1760924255677601
1760924260766108,1760924260699810,1760924260700497
1760924265789108,1760924265722702,1760924265723406
1760924270813108,1760924270746595,1760924270747025
1760924275836108,1760924275769488,1760924275770196
1760924280859108,1760924280792381,1760924280793076
1760924285882108,1760924285815274,1760924285815973
1760924290905108,1760924290838166,1760924290838869
1760924295929108,1760924295862059,1760924295862491
1760924300952108,1760924300884952,1760924300885686
1760924305975108,1760924305907845,1760924305908545
1760924310998108,1760924310930737,1760924310931441
1760924316021108,1760924315953630,1760924315954351
1760924321044108,1760924320976523,1760924320977238
1760924326067108,1760924325999416,1760924326000121
1760924331090108,1760924331022309,1760924331023017
1760924336113108,1760924336045201,1760924336045918
1760924341137108,1760924341069094,1760924341069588
1760924346161108,1760924346092987,1760924346093419
1760924351184108,1760924351115880,1760924351116596
1760924356207108,1760924356138772,1760924356139483
1760924361231108,1760924361162665,1760924361163116
1760924366254108,1760924366185558,1760924366186290
1760924371277108,1760924371208451,1760924371209185
1760924376300108,1760924376231344,1760924376232096
1760924381323108,1760924381254236,1760924381254957
1760924386346108,1760924386277129,1760924386277849
1760924391369108,1760924391300022,1760924391300749
1760924396393108,1760924396323915,1760924396324427
1760924401416108,1760924401346807,1760924401347526
1760924406439108,1760924406369700,1760924406370445
1760924411462108,1760924411392593,1760924411393323
1760924416490108,1760924416420486,1760924416428006
1760924421513108,1760924421443378,1760924421444110
1760924426536108,1760924426466271,1760924426467005
1760924431559108,1760924431489164,1760924431489912
1760924436582108,1760924436512057,1760924436512789
1760924441605108,1760924441534950,1760924441535686
1760924446628108,1760924446557842,1760924446558605
1760924451651606,1760924451581233,1760924451581924
1760924456675108,1760924456604628,1760924456605368
1760924461698108,1760924461627521,1760924461628268
1760924466721108,1760924466650413,1760924466651170
1760924471744108,1760924471673306,1760924471674047
1760924476767108,1760924476696199,1760924476696942
1760924481790108,1760924481719092,1760924481719837
1760924486813108,1760924486741985,1760924486742741
1760924491837108,1760924491765877,1760924491766337
1760924496860108,1760924496788770,1760924496789523
1760924501883108,1760924501811663,1760924501812422
1760924506906108,1760924506834556,1760924506835318
1760924511929108,1760924511857448,1760924511858218
1760924516952108,1760924516880341,1760924516881096
1760924521975108,1760924521903234,1760924521903996
1760924526998108,1760924526926127,1760924526926923
1760924532021108,1760924531949020,1760924531949778
1760924537044108,1760924536971912,1760924536972673
1760924542067108,1760924541994805,1760924541995588
1760924547090108,1760924547017698,1760924547018487
1760924552113108,1760924552040591,1760924552041357
1760924557136108,1760924557063483,1760924557064251
1760924562159108,1760924562086376,1760924562087180
1760924567187108,1760924567114269,1760924567121837
1760924572210108,1760924572137162,1760924572137933
1760924577233605,1760924577160551,1760924577161201
1760924582257108,1760924582183947,1760924582184759
1760924587280108,1760924587206840,1760924587207613
1760924592303108,1760924592229733,1760924592230537
1760924597326108,1760924597252626,1760924597253415
1760924602349108,1760924602275518,1760924602276312
1760924607372108,1760924607298411,1760924607299195
1760924612395108,1760924612321304,1760924612322098
1760924617418108,1760924617344197,1760924617344988
1760924622441108,1760924622367089,1760924622367916
1760924627464108,1760924627389982,1760924627390767
1760924632487108,1760924632412875,1760924632413675
1760924637510108,1760924637435768,1760924637436567
1760924642534108,1760924642459661,1760924642460232
1760924647557108,1760924647482553,1760924647483356
1760924652580108,1760924652505446,1760924652506272
1760924657603108,1760924657528339,1760924657529169
1760924662626108,1760924662551232,1760924662552031
1760924667649108,1760924667574124,1760924667574927
1760924672673108,1760924672598017,1760924672598590
1760924677696108,1760924677620910,1760924677621747
1760924682719108,1760924682643803,1760924682644612
1760924687742108,1760924687666696,1760924687667494
1760924692765108,1760924692689588,1760924692690415
1760924697789108,1760924697713481,1760924697714006
1760924702812108,1760924702736374,1760924702737183
1760924707835108,1760924707759267,1760924707760076
1760924712858108,1760924712782159,1760924712782982
1760924717881108,1760924717805052,1760924717805869
1760924722904108,1760924722827945,1760924722828764
1760924727927108,1760924727850838,1760924727851663
1760924732950108,1760924732873731,1760924732874585
1760924737973108,1760924737896623,1760924737897456
1760924742996108,1760924742919516,1760924742920338
1760924748019108,1760924747942409,1760924747943243
1760924753042108,1760924752965302,1760924752966211
1760924758065108,1760924757988194,1760924757989022
1760924763088108,1760924763011087,1760924763011920
1760924768111108,1760924768033980,1760924768034823
1760924773135108,1760924773057873,1760924773058421
1760924778158108,1760924778080766,1760924778081598
1760924783181108,1760924783103658,1760924783104496
1760924788204108,1760924788126551,1760924788127409
1760924793227108,1760924793149444,1760924793150294
1760924798251108,1760924798173337,1760924798173909
1760924803274108,1760924803196229,1760924803197082
1760924808297108,1760924808219122,1760924808220021
1760924813320108,1760924813242015,1760924813242861
1760924818343108,1760924818264908,1760924818265750
