Local,Corrected,Server
1760929380692580,1760929380645865,1760929380645746
1760929392724580,1760929392677614,1760929392677499
1760929397747580,1760929397700509,1760929397700381
1760929402770580,1760929402723403,1760929402723281
1760929407793580,1760929407746298,1760929407746192
1760929412816580,1760929412769193,1760929412769069
1760929417839580,1760929417792088,1760929417791966
1760929422862580,1760929422814983,1760929422814864
1760929427886077,1760929427838375,1760929427838105
1760929432909580,1760929432861773,1760929432861653
1760929437932580,1760929437884668,1760929437884541
1760929442955580,1760929442907562,1760929442907437
1760929447978580,1760929447930457,1760929447930356
1760929453001580,1760929452953352,1760929452953229
1760929458024580,1760929457976247,1760929457976120
1760929463047580,1760929462999142,1760929462999025
1760929468071580,1760929468023037,1760929468022720
1760929473094580,1760929473045932,1760929473045823
1760929478117580,1760929478068827,1760929478068698
1760929483140580,1760929483091721,1760929483091602
1760929488163580,1760929488114616,1760929488114484
1760929493186580,1760929493137511,1760929493137382
1760929498209580,1760929498160406,1760929498160285
1760929503232580,1760929503183301,1760929503183186
1760929508255580,1760929508206196,1760929508206063
1760929513278580,1760929513229091,1760929513228967
1760929518302077,1760929518252483,1760929518252112
1760929523325580,1760929523275880,1760929523275786
1760929528349580,1760929528299775,1760929528299373
1760929533372580,1760929533322670,1760929533322575
1760929538395580,1760929538345565,1760929538345440
1760929543418580,1760929543368460,1760929543368366
1760929548441580,1760929548391355,1760929548391228
1760929553464580,1760929553414250,1760929553414132
1760929558487580,1760929558437145,1760929558437019
1760929563510580,1760929563460039,1760929563459934
1760929568533580,1760929568482934,1760929568482805
1760929573556580,1760929573505829,1760929573505714
1760929578579580,1760929578528724,1760929578528593
1760929583602580,1760929583551619,1760929583551478
1760929588625580,1760929588574514,1760929588574401
1760929593648580,1760929593597409,1760929593597281
1760929598672077,1760929598620801,1760929598620528
1760929603695580,1760929603644198,1760929603644060
1760929608718580,1760929608667093,1760929608666969
1760929613741580,1760929613689988,1760929613689849
1760929618764580,1760929618712883,1760929618712746
1760929623787580,1760929623735778,1760929623735641
1760929628810580,1760929628758673,1760929628758550
1760929633833580,1760929633781568,1760929633781429
1760929638857077,1760929638804960,1760929638804720
1760929643880580,1760929643828357,1760929643828216
1760929648903580,1760929648851252,1760929648851109
1760929653926580,1760929653874147,1760929653874030
1760929658949580,1760929658897042,1760929658896903
1760929663972580,1760929663919937,1760929663919800
1760929668995580,1760929668942832,1760929668942697
1760929674018580,1760929673965727,1760929673965630
1760929679041580,1760929678988622,1760929678988484
1760929684064580,1760929684011516,1760929684011379
1760929689087580,1760929689034411,1760929689034310
1760929694111077,1760929694057803,1760929694057571
1760929699134580,1760929699081201,1760929699081066
1760929704157580,1760929704104096,1760929704103962
1760929709180580,1760929709126991,1760929709126867
1760929714203580,1760929714149886,1760929714149800
1760929719226580,1760929719172781,1760929719172644
1760929724249580,1760929724195675,1760929724195544
1760929729272580,1760929729218570,1760929729218463
1760929734296580,1760929734242465,1760929734242051
1760929739319580,1760929739265360,1760929739265221
1760929744342580,1760929744288255,1760929744288126
1760929749365580,1760929749311150,1760929749311018
1760929754388580,1760929754334045,1760929754333907
1760929759411580,1760929759356940,1760929759356810
1760929764434580,1760929764379834,1760929764379707
1760929769457580,1760929769402729,1760929769402631
1760929781489580,1760929781434477,1760929781434307
1760929786512580,1760929786457372,1760929786457275
1760929791535580,1760929791480267,1760929791480146
1760929796558580,1760929796503162,1760929796503029
1760929801581580,1760929801526057,1760929801525923
1760929806604580,1760929806548952,1760929806548832
1760929811628580,1760929811572847,1760929811572441
1760929816651580,1760929816595742,1760929816595612
1760929821674580,1760929821618636,1760929821618533
1760929826697580,1760929826641531,1760929826641439
1760929831720580,1760929831664426,1760929831664292
1760929836743580,1760929836687321,1760929836687188
1760929841766580,1760929841710216,1760929841710094
1760929846789580,1760929846733111,1760929846732973
1760929851812580,1760929851756006,1760929851755868
1760929856835580,1760929856778901,1760929856778769
1760929861858580,1760929861801795,1760929861801665
1760929866882580,1760929866825690,1760929866825269
1760929871905580,1760929871848585,1760929871848445
1760929876928580,1760929876871480,1760929876871349
1760929881951580,1760929881894375,1760929881894266
1760929886974580,1760929886917270,1760929886917134
1760929891997580,1760929891940165,1760929891940030
1760929897020580,1760929896963060,1760929896962931
1760929902043580,1760929901985954,1760929901985837
1760929907066580,1760929907008849,1760929907008721
1760929912089580,1760929912031744,1760929912031615
1760929917112580,1760929917054639,1760929917054536
1760929922135580,1760929922077534,1760929922077471
1760929927158580,1760929927100429,1760929927100300
1760929932181580,1760929932123324,1760929932123189
1760929937205078,1760929937146717,1760929937146572
1760929942228580,1760929942170113,1760929942169977
1760929947251580,1760929947193008,1760929947192870
1760929952274580,1760929952215903,1760929952215777
1760929957297580,1760929957238798,1760929957238704
1760929962320580,1760929962261693,1760929962261564
1760929967343580,1760929967284588,1760929967284457
1760929972366580,1760929972307483,1760929972307361
1760929977390580,1760929977331378,1760929977331002
1760929982413580,1760929982354272,1760929982354215
1760929987436580,1760929987377167,1760929987377033
1760929992459580,1760929992400062,1760929992399946
1760929997482580,1760929997422957,1760929997422824
1760930002506580,1760930002446852,1760930002446446
1760930007529580,1760930007469747,1760930007469618
1760930012552580,1760930012492642,1760930012492545
1760930017575580,1760930017515537,1760930017515410
1760930022598580,1760930022538431,1760930022538327
1760930027621580,1760930027561326,1760930027561195
1760930032644580,1760930032584221,1760930032584101
1760930037667580,1760930037607116,1760930037606992
1760930042690580,1760930042630011,1760930042629879
1760930047713580,1760930047652906,1760930047652774
1760930052737580,1760930052676801,1760930052676431
1760930057760580,1760930057699696,1760930057699573
1760930062783580,1760930062722590,1760930062722479
1760930067806580,1760930067745485,1760930067745349
1760930072829580,1760930072768380,1760930072768305
1760930077852580,1760930077791275,1760930077791132
1760930082875580,1760930082814170,1760930082814031
1760930087898580,1760930087837065,1760930087836958
1760930092922580,1760930092860960,1760930092860550
1760930097945580,1760930097883855,1760930097883698
1760930102968580,1760930102906749,1760930102906610
1760930107991580,1760930107929644,1760930107929541
1760930113014580,1760930112952539,1760930112952391
1760930118037580,1760930117975434,1760930117975280
1760930123060580,1760930122998329,1760930122998216
1760930128084580,1760930128022224,1760930128021788
1760930133107580,1760930133045119,1760930133044977
1760930138130580,1760930138068014,1760930138067868
1760930143153580,1760930143090908,1760930143090781
1760930148176580,1760930148113803,1760930148113654
1760930153199580,1760930153136698,1760930153136557
1760930158222580,1760930158159593,1760930158159456
1760930163245580,1760930163182488,1760930163182377
1760930168268580,1760930168205383,1760930168205235
1760930173291580,1760930173228278,1760930173228131
1760930178315077,1760930178251670,1760930178251388
1760930183338580,1760930183275067,1760930183274919
1760930188361580,1760930188297962,1760930188297814
1760930193384580,1760930193320857,1760930193320712
1760930198407580,1760930198343752,1760930198343606
1760930203430580,1760930203366647,1760930203366515
1760930208453580,1760930208389542,1760930208389394
1760930213476580,1760930213412437,1760930213412298
1760930218499580,1760930218435332,1760930218435186
1760930223523580,1760930223459226,1760930223458846
1760930228546580,1760930228482121,1760930228481978
1760930233569580,1760930233505016,1760930233504874
1760930238592580,1760930238527911,1760930238527785
1760930243615580,1760930243550806,1760930243550650
1760930248638580,1760930248573701,1760930248573546
1760930253661580,1760930253596596,1760930253596473
1760930258685580,1760930258620491,1760930258620135
1760930263708580,1760930263643385,1760930263643227
1760930268731580,1760930268666280,1760930268666153
1760930273754580,1760930273689175,1760930273689011
1760930278777580,1760930278712070,1760930278711899
1760930283800580,1760930283734965,1760930283734801
1760930288823580,1760930288757860,1760930288757693
1760930293846580,1760930293780755,1760930293780612
1760930298869580,1760930298803650,1760930298803483
1760930303892580,1760930303826544,1760930303826394
1760930308915580,1760930308849439,1760930308849276
1760930313938580,1760930313872334,1760930313872203
1760930318962580,1760930318896229,1760930318895786
1760930323985580,1760930323919124,1760930323918960
1760930329008580,1760930328942019,1760930328941846
1760930334031580,1760930333964914,1760930333964743
1760930339054580,1760930338987809,1760930338987638
1760930344077580,1760930344010703,1760930344010559
1760930349100580,1760930349033598,1760930349033434
1760930354124580,1760930354057493,1760930354057042
1760930359147580,1760930359080388,1760930359080214
1760930364170580,1760930364103283,1760930364103122
1760930369193580,1760930369126178,1760930369126023
1760930374216580,1760930374149073,1760930374148894
1760930379239580,1760930379171968,1760930379171793
1760930384262580,1760930384194862,1760930384194701
1760930389285580,1760930389217757,1760930389217622
1760930394309580,1760930394241652,1760930394241200
1760930399332580,1760930399264547,1760930399264381
1760930404355580,1760930404287442,1760930404287280
1760930409378580,1760930409310337,1760930409310258
1760930414401580,1760930414333232,1760930414333052
1760930419424580,1760930419356127,1760930419355946
1760930424447580,1760930424379021,1760930424378855
1760930429471580,1760930429402916,1760930429402443
1760930434494580,1760930434425811,1760930434425642
1760930439517580,1760930439448706,1760930439448532
1760930444540580,1760930444471601,1760930444471436
1760930449563580,1760930449494496,1760930449494331
1760930454586580,1760930454517391,1760930454517217
1760930459610077,1760930459540783,1760930459540497
1760930464633580,1760930464564180,1760930464563996
1760930469656580,1760930469587075,1760930469586895
1760930474679580,1760930474609970,1760930474609789
1760930479702580,1760930479632865,1760930479632690
1760930484725580,1760930484655760,1760930484655582
1760930489748580,1760930489678655,1760930489678491
1760930494771580,1760930494701550,1760930494701365
1760930499794580,1760930499724445,1760930499724263
1760930504817580,1760930504747339,1760930504747151
1760930509840580,1760930509770234,1760930509770050
1760930514863580,1760930514793129,1760930514792943
1760930519886580,1760930519816024,1760930519815868
1760930524909580,1760930524838919,1760930524838741
1760930529932580,1760930529861814,1760930529861622
1760930534955580,1760930534884709,1760930534884515
1760930539978580,1760930539907604,1760930539907449
1760930545001580,1760930544930498,1760930544930324
1760930550024580,1760930549953393,1760930549953200
1760930555047580,1760930554976288,1760930554976112
1760930560070580,1760930559999183,1760930559999035
1760930565093580,1760930565022078,1760930565021875
1760930570116580,1760930570044973,1760930570044768
1760930575140077,1760930575068365,1760930575068052
1760930580163580,1760930580091763,1760930580091558
1760930585186580,1760930585114657,1760930585114481
1760930590209580,1760930590137552,1760930590137351
1760930595232580,1760930595160447,1760930595160293
1760930600255580,1760930600183342,1760930600183137
1760930605278580,1760930605206237,1760930605206034
1760930610302077,1760930610229629,1760930610229325
1760930615325580,1760930615253027,1760930615252820
1760930620348580,1760930620275922,1760930620275718
1760930625371580,1760930625298816,1760930625298619
1760930630394580,1760930630321711,1760930630321518
1760930635417580,1760930635344606,1760930635344392
1760930640440580,1760930640367501,1760930640367302
1760930645463580,1760930645390396,1760930645390214
1760930650486580,1760930650413291,1760930650413094
1760930655509580,1760930655436186,1760930655435997
1760930660532580,1760930660459081,1760930660458884
1760930665555580,1760930665481975,1760930665481773
1760930670578580,1760930670504870,1760930670504696
1760930675601580,1760930675527765,1760930675527556
1760930680624580,1760930680550660,1760930680550487
1760930685647580,1760930685573555,1760930685573362
1760930690670580,1760930690596450,1760930690596235
1760930695694580,1760930695620345,1760930695619843
1760930700717580,1760930700643240,1760930700643028
1760930705740580,1760930705666134,1760930705665930
1760930710763580,1760930710689029,1760930710688811
1760930715786580,1760930715711924,1760930715711704
1760930720809580,1760930720734819,1760930720734606
1760930725832580,1760930725757714,1760930725757535
1760930730855580,1760930730780609,1760930730780395
1760930735878580,1760930735803504,1760930735803282
1760930740901580,1760930740826399,1760930740826198
1760930745924580,1760930745849293,1760930745849126
1760930750948580,1760930750873188,1760930750872687
1760930755971580,1760930755896083,1760930755895861
1760930760994580,1760930760918978,1760930760918758
1760930766017580,1760930765941873,1760930765941682
1760930771040580,1760930770964768,1760930770964546
1760930776063580,1760930775987663,1760930775987445
1760930781086580,1760930781010558,1760930781010364
1760930786109580,1760930786033452,1760930786033229
1760930791132580,1760930791056347,1760930791056123
1760930796155580,1760930796079242,1760930796079014
1760930801178580,1760930801102137,1760930801101924
1760930806202580,1760930806126032,1760930806125521
